Partij,Jaar,Zetels
LPF,1969,0
LPF,1970,0
LPF,1971,0
LPF,1972,0
LPF,1973,0
LPF,1974,0
LPF,1975,0
LPF,1976,0
LPF,1977,0
LPF,1978,0
LPF,1979,0
LPF,1980,0
LPF,1981,0
LPF,1982,0
LPF,1983,0
LPF,1984,0
LPF,1985,0
LPF,1986,0
LPF,1987,0
LPF,1988,0
LPF,1989,0
LPF,1990,0
LPF,1991,0
LPF,1992,0
LPF,1993,0
LPF,1994,0
LPF,1995,0
LPF,1996,0
LPF,1997,0
LPF,1998,0
LPF,1999,0
LPF,2000,0
LPF,2001,0
LPF,2002,0
LPF,2003,1
LPF,2004,1
LPF,2005,1
LPF,2006,1
LPF,2007,0
LPF,2008,0
LPF,2009,0
LPF,2010,0
LPF,2011,0
LPF,2012,0
LPF,2013,0
LPF,2014,0
LPF,2015,0
LPF,2016,0
LPF,2017,0
LPF,2018,0
LPF,2019,0
LPF,2020,0
LPF,2021,0
LPF,2022,0
LPF,2023,0
LPF,2024,0
LPF,2025,0
PvdD,1956,0
PvdD,1957,0
PvdD,1958,0
PvdD,1959,0
PvdD,1960,0
PvdD,1961,0
PvdD,1962,0
PvdD,1963,0
PvdD,1964,0
PvdD,1965,0
PvdD,1966,0
PvdD,1967,0
PvdD,1968,0
PvdD,1969,0
PvdD,1970,0
PvdD,1971,0
PvdD,1972,0
PvdD,1973,0
PvdD,1974,0
PvdD,1975,0
PvdD,1976,0
PvdD,1977,0
PvdD,1978,0
PvdD,1979,0
PvdD,1980,0
PvdD,1981,0
PvdD,1982,0
PvdD,1983,0
PvdD,1984,0
PvdD,1985,0
PvdD,1986,0
PvdD,1987,0
PvdD,1988,0
PvdD,1989,0
PvdD,1990,0
PvdD,1991,0
PvdD,1992,0
PvdD,1993,0
PvdD,1994,0
PvdD,1995,0
PvdD,1996,0
PvdD,1997,0
PvdD,1998,0
PvdD,1999,0
PvdD,2000,0
PvdD,2001,0
PvdD,2002,0
PvdD,2003,0
PvdD,2004,0
PvdD,2005,0
PvdD,2006,0
PvdD,2007,1
PvdD,2008,1
PvdD,2009,1
PvdD,2010,1
PvdD,2011,1
PvdD,2012,1
PvdD,2013,1
PvdD,2014,1
PvdD,2015,2
PvdD,2016,2
PvdD,2017,2
PvdD,2018,2
PvdD,2019,3
PvdD,2020,3
PvdD,2021,3
PvdD,2022,3
PvdD,2023,3
PvdD,2024,3
PvdD,2025,3
PVV,1956,0
PVV,1957,0
PVV,1958,0
PVV,1959,0
PVV,1960,0
PVV,1961,0
PVV,1962,0
PVV,1963,0
PVV,1964,0
PVV,1965,0
PVV,1966,0
PVV,1967,0
PVV,1968,0
PVV,1969,0
PVV,1970,0
PVV,1971,0
PVV,1972,0
PVV,1973,0
PVV,1974,0
PVV,1975,0
PVV,1976,0
PVV,1977,0
PVV,1978,0
PVV,1979,0
PVV,1980,0
PVV,1981,0
PVV,1982,0
PVV,1983,0
PVV,1984,0
PVV,1985,0
PVV,1986,0
PVV,1987,0
PVV,1988,0
PVV,1989,0
PVV,1990,0
PVV,1991,0
PVV,1992,0
PVV,1993,0
PVV,1994,0
PVV,1995,0
PVV,1996,0
PVV,1997,0
PVV,1998,0
PVV,1999,0
PVV,2000,0
PVV,2001,0
PVV,2002,0
PVV,2003,0
PVV,2004,0
PVV,2005,0
PVV,2006,0
PVV,2007,0
PVV,2008,0
PVV,2009,0
PVV,2010,0
PVV,2011,10
PVV,2012,10
PVV,2013,10
PVV,2014,10
PVV,2015,9
PVV,2016,9
PVV,2017,9
PVV,2018,9
PVV,2019,5
PVV,2020,5
PVV,2021,5
PVV,2022,5
PVV,2023,4
PVV,2024,4
PVV,2025,4
BBB,1956,0
BBB,1957,0
BBB,1958,0
BBB,1959,0
BBB,1960,0
BBB,1961,0
BBB,1962,0
BBB,1963,0
BBB,1964,0
BBB,1965,0
BBB,1966,0
BBB,1967,0
BBB,1968,0
BBB,1969,0
BBB,1970,0
BBB,1971,0
BBB,1972,0
BBB,1973,0
BBB,1974,0
BBB,1975,0
BBB,1976,0
BBB,1977,0
BBB,1978,0
BBB,1979,0
BBB,1980,0
BBB,1981,0
BBB,1982,0
BBB,1983,0
BBB,1984,0
BBB,1985,0
BBB,1986,0
BBB,1987,0
BBB,1988,0
BBB,1989,0
BBB,1990,0
BBB,1991,0
BBB,1992,0
BBB,1993,0
BBB,1994,0
BBB,1995,0
BBB,1996,0
BBB,1997,0
BBB,1998,0
BBB,1999,0
BBB,2000,0
BBB,2001,0
BBB,2002,0
BBB,2003,0
BBB,2004,0
BBB,2005,0
BBB,2006,0
BBB,2007,0
BBB,2008,0
BBB,2009,0
BBB,2010,0
BBB,2011,0
BBB,2012,0
BBB,2013,0
BBB,2014,0
BBB,2015,0
BBB,2016,0
BBB,2017,0
BBB,2018,0
BBB,2019,0
BBB,2020,0
BBB,2021,0
BBB,2022,0
BBB,2023,16
BBB,2024,16
BBB,2025,16
FVD,1956,0
FVD,1957,0
FVD,1958,0
FVD,1959,0
FVD,1960,0
FVD,1961,0
FVD,1962,0
FVD,1963,0
FVD,1964,0
FVD,1965,0
FVD,1966,0
FVD,1967,0
FVD,1968,0
FVD,1969,0
FVD,1970,0
FVD,1971,0
FVD,1972,0
FVD,1973,0
FVD,1974,0
FVD,1975,0
FVD,1976,0
FVD,1977,0
FVD,1978,0
FVD,1979,0
FVD,1980,0
FVD,1981,0
FVD,1982,0
FVD,1983,0
FVD,1984,0
FVD,1985,0
FVD,1986,0
FVD,1987,0
FVD,1988,0
FVD,1989,0
FVD,1990,0
FVD,1991,0
FVD,1992,0
FVD,1993,0
FVD,1994,0
FVD,1995,0
FVD,1996,0
FVD,1997,0
FVD,1998,0
FVD,1999,0
FVD,2000,0
FVD,2001,0
FVD,2002,0
FVD,2003,0
FVD,2004,0
FVD,2005,0
FVD,2006,0
FVD,2007,0
FVD,2008,0
FVD,2009,0
FVD,2010,0
FVD,2011,0
FVD,2012,0
FVD,2013,0
FVD,2014,0
FVD,2015,0
FVD,2016,0
FVD,2017,0
FVD,2018,0
FVD,2019,12
FVD,2020,12
FVD,2021,12
FVD,2022,12
FVD,2023,2
FVD,2024,2
FVD,2025,2
JA21,1956,0
JA21,1957,0
JA21,1958,0
JA21,1959,0
JA21,1960,0
JA21,1961,0
JA21,1962,0
JA21,1963,0
JA21,1964,0
JA21,1965,0
JA21,1966,0
JA21,1967,0
JA21,1968,0
JA21,1969,0
JA21,1970,0
JA21,1971,0
JA21,1972,0
JA21,1973,0
JA21,1974,0
JA21,1975,0
JA21,1976,0
JA21,1977,0
JA21,1978,0
JA21,1979,0
JA21,1980,0
JA21,1981,0
JA21,1982,0
JA21,1983,0
JA21,1984,0
JA21,1985,0
JA21,1986,0
JA21,1987,0
JA21,1988,0
JA21,1989,0
JA21,1990,0
JA21,1991,0
JA21,1992,0
JA21,1993,0
JA21,1994,0
JA21,1995,0
JA21,1996,0
JA21,1997,0
JA21,1998,0
JA21,1999,0
JA21,2000,0
JA21,2001,0
JA21,2002,0
JA21,2003,0
JA21,2004,0
JA21,2005,0
JA21,2006,0
JA21,2007,0
JA21,2008,0
JA21,2009,0
JA21,2010,0
JA21,2011,0
JA21,2012,0
JA21,2013,0
JA21,2014,0
JA21,2015,0
JA21,2016,0
JA21,2017,0
JA21,2018,0
JA21,2019,0
JA21,2020,0
JA21,2021,0
JA21,2022,0
JA21,2023,3
JA21,2024,3
JA21,2025,3
Volt,1956,0
Volt,1957,0
Volt,1958,0
Volt,1959,0
Volt,1960,0
Volt,1961,0
Volt,1962,0
Volt,1963,0
Volt,1964,0
Volt,1965,0
Volt,1966,0
Volt,1967,0
Volt,1968,0
Volt,1969,0
Volt,1970,0
Volt,1971,0
Volt,1972,0
Volt,1973,0
Volt,1974,0
Volt,1975,0
Volt,1976,0
Volt,1977,0
Volt,1978,0
Volt,1979,0
Volt,1980,0
Volt,1981,0
Volt,1982,0
Volt,1983,0
Volt,1984,0
Volt,1985,0
Volt,1986,0
Volt,1987,0
Volt,1988,0
Volt,1989,0
Volt,1990,0
Volt,1991,0
Volt,1992,0
Volt,1993,0
Volt,1994,0
Volt,1995,0
Volt,1996,0
Volt,1997,0
Volt,1998,0
Volt,1999,0
Volt,2000,0
Volt,2001,0
Volt,2002,0
Volt,2003,0
Volt,2004,0
Volt,2005,0
Volt,2006,0
Volt,2007,0
Volt,2008,0
Volt,2009,0
Volt,2010,0
Volt,2011,0
Volt,2012,0
Volt,2013,0
Volt,2014,0
Volt,2015,0
Volt,2016,0
Volt,2017,0
Volt,2018,0
Volt,2019,0
Volt,2020,0
Volt,2021,0
Volt,2022,0
Volt,2023,2
Volt,2024,2
Volt,2025,2
SP,1956,0
SP,1957,0
SP,1958,0
SP,1959,0
SP,1960,0
SP,1961,0
SP,1962,0
SP,1963,0
SP,1964,0
SP,1965,0
SP,1966,0
SP,1967,0
SP,1968,0
SP,1969,0
SP,1970,0
SP,1971,0
SP,1972,0
SP,1973,0
SP,1974,0
SP,1975,0
SP,1976,0
SP,1977,0
SP,1978,0
SP,1979,0
SP,1980,0
SP,1981,0
SP,1982,0
SP,1983,0
SP,1984,0
SP,1985,0
SP,1986,0
SP,1987,0
SP,1988,0
SP,1989,0
SP,1990,0
SP,1991,0
SP,1992,0
SP,1993,0
SP,1994,0
SP,1995,1
SP,1996,1
SP,1997,1
SP,1998,1
SP,1999,2
SP,2000,2
SP,2001,2
SP,2002,2
SP,2003,4
SP,2004,4
SP,2005,4
SP,2006,4
SP,2007,12
SP,2008,12
SP,2009,12
SP,2010,12
SP,2011,8
SP,2012,8
SP,2013,8
SP,2014,8
SP,2015,9
SP,2016,9
SP,2017,9
SP,2018,9
SP,2019,4
SP,2020,4
SP,2021,4
SP,2022,4
SP,2023,3
SP,2024,3
SP,2025,3
50PLUS,1956,0
50PLUS,1957,0
50PLUS,1958,0
50PLUS,1959,0
50PLUS,1960,0
50PLUS,1961,0
50PLUS,1962,0
50PLUS,1963,0
50PLUS,1964,0
50PLUS,1965,0
50PLUS,1966,0
50PLUS,1967,0
50PLUS,1968,0
50PLUS,1969,0
50PLUS,1970,0
50PLUS,1971,0
50PLUS,1972,0
50PLUS,1973,0
50PLUS,1974,0
50PLUS,1975,0
50PLUS,1976,0
50PLUS,1977,0
50PLUS,1978,0
50PLUS,1979,0
50PLUS,1980,0
50PLUS,1981,0
50PLUS,1982,0
50PLUS,1983,0
50PLUS,1984,0
50PLUS,1985,0
50PLUS,1986,0
50PLUS,1987,0
50PLUS,1988,0
50PLUS,1989,0
50PLUS,1990,0
50PLUS,1991,0
50PLUS,1992,0
50PLUS,1993,0
50PLUS,1994,0
50PLUS,1995,0
50PLUS,1996,0
50PLUS,1997,0
50PLUS,1998,0
50PLUS,1999,0
50PLUS,2000,0
50PLUS,2001,0
50PLUS,2002,0
50PLUS,2003,0
50PLUS,2004,0
50PLUS,2005,0
50PLUS,2006,0
50PLUS,2007,0
50PLUS,2008,0
50PLUS,2009,0
50PLUS,2010,0
50PLUS,2011,1
50PLUS,2012,1
50PLUS,2013,1
50PLUS,2014,1
50PLUS,2015,2
50PLUS,2016,2
50PLUS,2017,2
50PLUS,2018,2
50PLUS,2019,2
50PLUS,2020,2
50PLUS,2021,2
50PLUS,2022,2
50PLUS,2023,1
50PLUS,2024,1
50PLUS,2025,1
AOV,1956,0
AOV,1957,0
AOV,1958,0
AOV,1959,0
AOV,1960,0
AOV,1961,0
AOV,1962,0
AOV,1963,0
AOV,1964,0
AOV,1965,0
AOV,1966,0
AOV,1967,0
AOV,1968,0
AOV,1969,0
AOV,1970,0
AOV,1971,0
AOV,1972,0
AOV,1973,0
AOV,1974,0
AOV,1975,0
AOV,1976,0
AOV,1977,0
AOV,1978,0
AOV,1979,0
AOV,1980,0
AOV,1981,0
AOV,1982,0
AOV,1983,0
AOV,1984,0
AOV,1985,0
AOV,1986,0
AOV,1987,0
AOV,1988,0
AOV,1989,0
AOV,1990,0
AOV,1991,0
AOV,1992,0
AOV,1993,0
AOV,1994,0
AOV,1995,2
AOV,1996,2
AOV,1997,2
AOV,1998,2
AOV,1999,0
AOV,2000,0
AOV,2001,0
AOV,2002,0
AOV,2003,0
AOV,2004,0
AOV,2005,0
AOV,2006,0
AOV,2007,0
AOV,2008,0
AOV,2009,0
AOV,2010,0
AOV,2011,0
AOV,2012,0
AOV,2013,0
AOV,2014,0
AOV,2015,0
AOV,2016,0
AOV,2017,0
AOV,2018,0
AOV,2019,0
AOV,2020,0
AOV,2021,0
AOV,2022,0
AOV,2023,0
AOV,2024,0
AOV,2025,0
RPF,1956,0
RPF,1957,0
RPF,1958,0
RPF,1959,0
RPF,1960,0
RPF,1961,0
RPF,1962,0
RPF,1963,0
RPF,1964,0
RPF,1965,0
RPF,1966,0
RPF,1967,0
RPF,1968,0
RPF,1969,0
RPF,1970,0
RPF,1971,0
RPF,1972,0
RPF,1973,0
RPF,1974,0
RPF,1975,0
RPF,1976,0
RPF,1977,0
RPF,1978,0
RPF,1979,0
RPF,1980,0
RPF,1981,0
RPF,1982,0
RPF,1983,1
RPF,1984,1
RPF,1985,1
RPF,1986,1
RPF,1987,1
RPF,1988,1
RPF,1989,1
RPF,1990,1
RPF,1991,1
RPF,1992,1
RPF,1993,1
RPF,1994,1
RPF,1995,1
RPF,1996,1
RPF,1997,1
RPF,1998,1
RPF,1999,0
RPF,2000,0
RPF,2001,0
RPF,2002,0
RPF,2003,0
RPF,2004,0
RPF,2005,0
RPF,2006,0
RPF,2007,0
RPF,2008,0
RPF,2009,0
RPF,2010,0
RPF,2011,0
RPF,2012,0
RPF,2013,0
RPF,2014,0
RPF,2015,0
RPF,2016,0
RPF,2017,0
RPF,2018,0
RPF,2019,0
RPF,2020,0
RPF,2021,0
RPF,2022,0
RPF,2023,0
RPF,2024,0
RPF,2025,0
GL,1956,0
GL,1957,0
GL,1958,0
GL,1959,0
GL,1960,0
GL,1961,0
GL,1962,0
GL,1963,0
GL,1964,0
GL,1965,0
GL,1966,0
GL,1967,0
GL,1968,0
GL,1969,0
GL,1970,0
GL,1971,0
GL,1972,0
GL,1973,0
GL,1974,0
GL,1975,0
GL,1976,0
GL,1977,0
GL,1978,0
GL,1979,0
GL,1980,0
GL,1981,0
GL,1982,0
GL,1983,0
GL,1984,0
GL,1985,0
GL,1986,0
GL,1987,0
GL,1988,0
GL,1989,0
GL,1990,0
GL,1991,4
GL,1992,4
GL,1993,4
GL,1994,4
GL,1995,4
GL,1996,4
GL,1997,4
GL,1998,4
GL,1999,8
GL,2000,8
GL,2001,8
GL,2002,8
GL,2003,5
GL,2004,5
GL,2005,5
GL,2006,5
GL,2007,4
GL,2008,4
GL,2009,4
GL,2010,4
GL,2011,5
GL,2012,5
GL,2013,5
GL,2014,5
GL,2015,4
GL,2016,4
GL,2017,4
GL,2018,4
GL,2019,8
GL,2020,8
GL,2021,8
GL,2022,8
GL,2023,7
GL,2024,7
GL,2025,7
CU,1956,0
CU,1957,0
CU,1958,0
CU,1959,0
CU,1960,0
CU,1961,0
CU,1962,0
CU,1963,0
CU,1964,0
CU,1965,0
CU,1966,0
CU,1967,0
CU,1968,0
CU,1969,0
CU,1970,0
CU,1971,0
CU,1972,0
CU,1973,0
CU,1974,0
CU,1975,0
CU,1976,0
CU,1977,0
CU,1978,0
CU,1979,0
CU,1980,0
CU,1981,0
CU,1982,0
CU,1983,0
CU,1984,0
CU,1985,0
CU,1986,0
CU,1987,0
CU,1988,0
CU,1989,0
CU,1990,0
CU,1991,0
CU,1992,0
CU,1993,0
CU,1994,0
CU,1995,0
CU,1996,0
CU,1997,0
CU,1998,0
CU,1999,4
CU,2000,4
CU,2001,4
CU,2002,4
CU,2003,2
CU,2004,2
CU,2005,2
CU,2006,2
CU,2007,4
CU,2008,4
CU,2009,4
CU,2010,4
CU,2011,2
CU,2012,2
CU,2013,2
CU,2014,2
CU,2015,3
CU,2016,3
CU,2017,3
CU,2018,3
CU,2019,4
CU,2020,4
CU,2021,4
CU,2022,4
CU,2023,3
CU,2024,3
CU,2025,3
