Partij,Jaar,Zetels
VDB,1917,3
VDB,1918,3
VDB,1919,2
VDB,1920,2
VDB,1921,2
VDB,1922,4
VDB,1923,3
VDB,1924,3
VDB,1925,3
VDB,1926,3
VDB,1927,3
VDB,1928,3
VDB,1929,4
VDB,1930,4
VDB,1931,4
VDB,1932,4
VDB,1933,4
VDB,1934,4
VDB,1935,3
VDB,1936,3
VDB,1937,2
VDB,1938,2
VDB,1939,2
VDB,1940,2
VDB,1941,2
VDB,1942,2
VDB,1943,2
VDB,1944,2
VDB,1945,2
VDB,1946,0
VDB,1947,0
VDB,1948,0
VDB,1949,0
VDB,1950,0
VDB,1951,0
VDB,1952,0
VDB,1953,0
VDB,1954,0
VDB,1955,0
VDB,1956,0
CHU,1888,0
CHU,1889,0
CHU,1890,0
CHU,1891,0
CHU,1892,0
CHU,1893,0
CHU,1894,0
CHU,1895,0
CHU,1896,0
CHU,1897,0
CHU,1898,0
CHU,1899,0
CHU,1900,0
CHU,1901,0
CHU,1902,0
CHU,1903,0
CHU,1904,0
CHU,1905,0
CHU,1906,0
CHU,1907,0
CHU,1908,0
CHU,1909,0
CHU,1910,5
CHU,1911,5
CHU,1912,5
CHU,1913,4
CHU,1914,4
CHU,1915,4
CHU,1916,4
CHU,1917,4
CHU,1918,4
CHU,1919,4
CHU,1920,4
CHU,1921,4
CHU,1922,7
CHU,1923,7
CHU,1924,7
CHU,1925,7
CHU,1926,7
CHU,1927,7
CHU,1928,7
CHU,1929,7
CHU,1930,7
CHU,1931,7
CHU,1932,7
CHU,1933,7
CHU,1934,7
CHU,1935,7
CHU,1936,7
CHU,1937,6
CHU,1938,6
CHU,1939,6
CHU,1940,6
CHU,1941,6
CHU,1942,6
CHU,1943,6
CHU,1944,6
CHU,1945,6
CHU,1946,5
CHU,1947,5
CHU,1948,5
CHU,1949,5
CHU,1950,5
CHU,1951,6
CHU,1952,6
CHU,1953,6
CHU,1954,6
CHU,1955,6
CHU,1956,6
Vrij-ARP,1888,0
Vrij-ARP,1889,0
Vrij-ARP,1890,0
Vrij-ARP,1891,0
Vrij-ARP,1892,0
Vrij-ARP,1893,0
Vrij-ARP,1894,0
Vrij-ARP,1895,0
Vrij-ARP,1896,0
Vrij-ARP,1897,0
Vrij-ARP,1898,0
Vrij-ARP,1899,3
Vrij-ARP,1900,3
Vrij-ARP,1901,3
Vrij-ARP,1902,3
Vrij-ARP,1903,3
Vrij-ARP,1904,0
Vrij-ARP,1905,0
Vrij-ARP,1906,0
Vrij-ARP,1907,0
Vrij-ARP,1908,0
Vrij-ARP,1909,0
Vrij-ARP,1910,0
Vrij-ARP,1911,0
Vrij-ARP,1912,0
Vrij-ARP,1913,0
Vrij-ARP,1914,0
Vrij-ARP,1915,0
Vrij-ARP,1916,0
Vrij-ARP,1917,0
Vrij-ARP,1918,0
Vrij-ARP,1919,0
Vrij-ARP,1920,0
Vrij-ARP,1921,0
Vrij-ARP,1922,0
Vrij-ARP,1923,0
Vrij-ARP,1924,0
Vrij-ARP,1925,0
Vrij-ARP,1926,0
Vrij-ARP,1927,0
Vrij-ARP,1928,0
Vrij-ARP,1929,0
Vrij-ARP,1930,0
Vrij-ARP,1931,0
Vrij-ARP,1932,0
Vrij-ARP,1933,0
Vrij-ARP,1934,0
Vrij-ARP,1935,0
Vrij-ARP,1936,0
Vrij-ARP,1937,0
Vrij-ARP,1938,0
Vrij-ARP,1939,0
Vrij-ARP,1940,0
Vrij-ARP,1941,0
Vrij-ARP,1942,0
Vrij-ARP,1943,0
Vrij-ARP,1944,0
Vrij-ARP,1945,0
Vrij-ARP,1946,0
Vrij-ARP,1947,0
Vrij-ARP,1948,0
Vrij-ARP,1949,0
Vrij-ARP,1950,0
Vrij-ARP,1951,0
Vrij-ARP,1952,0
Vrij-ARP,1953,0
Vrij-ARP,1954,0
Vrij-ARP,1955,0
Vrij-ARP,1956,0
ARP,1888,1
ARP,1889,1
ARP,1890,1
ARP,1891,1
ARP,1892,1
ARP,1893,4
ARP,1894,4
ARP,1895,4
ARP,1896,5
ARP,1897,5
ARP,1898,5
ARP,1899,2
ARP,1900,2
ARP,1901,2
ARP,1902,5
ARP,1903,5
ARP,1904,8
ARP,1905,8
ARP,1906,8
ARP,1907,9
ARP,1908,9
ARP,1909,9
ARP,1910,9
ARP,1911,9
ARP,1912,9
ARP,1913,9
ARP,1914,9
ARP,1915,9
ARP,1916,9
ARP,1917,9
ARP,1918,9
ARP,1919,9
ARP,1920,9
ARP,1921,9
ARP,1922,14
ARP,1923,8
ARP,1924,8
ARP,1925,8
ARP,1926,7
ARP,1927,7
ARP,1928,7
ARP,1929,6
ARP,1930,6
ARP,1931,6
ARP,1932,6
ARP,1933,6
ARP,1934,6
ARP,1935,6
ARP,1936,6
ARP,1937,7
ARP,1938,7
ARP,1939,7
ARP,1940,7
ARP,1941,7
ARP,1942,7
ARP,1943,7
ARP,1944,7
ARP,1945,7
ARP,1946,7
ARP,1947,7
ARP,1948,7
ARP,1949,7
ARP,1950,7
ARP,1951,7
ARP,1952,7
ARP,1953,7
ARP,1954,7
ARP,1955,7
ARP,1956,7
CHP,1888,0
CHP,1889,0
CHP,1890,0
CHP,1891,0
CHP,1892,0
CHP,1893,0
CHP,1894,0
CHP,1895,0
CHP,1896,0
CHP,1897,0
CHP,1898,0
CHP,1899,0
CHP,1900,0
CHP,1901,0
CHP,1902,0
CHP,1903,0
CHP,1904,5
CHP,1905,5
CHP,1906,5
CHP,1907,4
CHP,1908,4
CHP,1909,4
CHP,1910,0
CHP,1911,0
CHP,1912,0
CHP,1913,0
CHP,1914,0
CHP,1915,0
CHP,1916,0
CHP,1917,0
CHP,1918,0
CHP,1919,0
CHP,1920,0
CHP,1921,0
CHP,1922,0
CHP,1923,0
CHP,1924,0
CHP,1925,0
CHP,1926,0
CHP,1927,0
CHP,1928,0
CHP,1929,0
CHP,1930,0
CHP,1931,0
CHP,1932,0
CHP,1933,0
CHP,1934,0
CHP,1935,0
CHP,1936,0
CHP,1937,0
CHP,1938,0
CHP,1939,0
CHP,1940,0
CHP,1941,0
CHP,1942,0
CHP,1943,0
CHP,1944,0
CHP,1945,0
CHP,1946,0
CHP,1947,0
CHP,1948,0
CHP,1949,0
CHP,1950,0
CHP,1951,0
CHP,1952,0
CHP,1953,0
CHP,1954,0
CHP,1955,0
CHP,1956,0
gematigde liberalen,1888,2
gematigde liberalen,1889,2
gematigde liberalen,1890,2
gematigde liberalen,1891,2
gematigde liberalen,1892,2
gematigde liberalen,1893,0
gematigde liberalen,1894,0
gematigde liberalen,1895,0
gematigde liberalen,1896,0
gematigde liberalen,1897,0
gematigde liberalen,1898,0
gematigde liberalen,1899,0
gematigde liberalen,1900,0
gematigde liberalen,1901,0
gematigde liberalen,1902,0
gematigde liberalen,1903,0
gematigde liberalen,1904,0
gematigde liberalen,1905,0
gematigde liberalen,1906,0
gematigde liberalen,1907,0
gematigde liberalen,1908,0
gematigde liberalen,1909,0
gematigde liberalen,1910,0
gematigde liberalen,1911,0
gematigde liberalen,1912,0
gematigde liberalen,1913,0
gematigde liberalen,1914,0
gematigde liberalen,1915,0
gematigde liberalen,1916,0
gematigde liberalen,1917,0
gematigde liberalen,1918,0
gematigde liberalen,1919,0
gematigde liberalen,1920,0
gematigde liberalen,1921,0
gematigde liberalen,1922,0
gematigde liberalen,1923,0
gematigde liberalen,1924,0
gematigde liberalen,1925,0
gematigde liberalen,1926,0
gematigde liberalen,1927,0
gematigde liberalen,1928,0
gematigde liberalen,1929,0
gematigde liberalen,1930,0
gematigde liberalen,1931,0
gematigde liberalen,1932,0
gematigde liberalen,1933,0
gematigde liberalen,1934,0
gematigde liberalen,1935,0
gematigde liberalen,1936,0
gematigde liberalen,1937,0
gematigde liberalen,1938,0
gematigde liberalen,1939,0
gematigde liberalen,1940,0
gematigde liberalen,1941,0
gematigde liberalen,1942,0
gematigde liberalen,1943,0
gematigde liberalen,1944,0
gematigde liberalen,1945,0
gematigde liberalen,1946,0
gematigde liberalen,1947,0
gematigde liberalen,1948,0
gematigde liberalen,1949,0
gematigde liberalen,1950,0
gematigde liberalen,1951,0
gematigde liberalen,1952,0
gematigde liberalen,1953,0
gematigde liberalen,1954,0
gematigde liberalen,1955,0
gematigde liberalen,1956,0
conservatieven,1888,3
conservatieven,1889,3
conservatieven,1890,2
conservatieven,1891,2
conservatieven,1892,2
conservatieven,1893,1
conservatieven,1894,1
conservatieven,1895,1
conservatieven,1896,1
conservatieven,1897,1
conservatieven,1898,1
conservatieven,1899,1
conservatieven,1900,1
conservatieven,1901,1
conservatieven,1902,1
conservatieven,1903,1
conservatieven,1904,0
conservatieven,1905,0
conservatieven,1906,0
conservatieven,1907,0
conservatieven,1908,0
conservatieven,1909,0
conservatieven,1910,0
conservatieven,1911,0
conservatieven,1912,0
conservatieven,1913,0
conservatieven,1914,0
conservatieven,1915,0
conservatieven,1916,0
conservatieven,1917,0
conservatieven,1918,0
conservatieven,1919,0
conservatieven,1920,0
conservatieven,1921,0
conservatieven,1922,0
conservatieven,1923,0
conservatieven,1924,0
conservatieven,1925,0
conservatieven,1926,0
conservatieven,1927,0
conservatieven,1928,0
conservatieven,1929,0
conservatieven,1930,0
conservatieven,1931,0
conservatieven,1932,0
conservatieven,1933,0
conservatieven,1934,0
conservatieven,1935,0
conservatieven,1936,0
conservatieven,1937,0
conservatieven,1938,0
conservatieven,1939,0
conservatieven,1940,0
conservatieven,1941,0
conservatieven,1942,0
conservatieven,1943,0
conservatieven,1944,0
conservatieven,1945,0
conservatieven,1946,0
conservatieven,1947,0
conservatieven,1948,0
conservatieven,1949,0
conservatieven,1950,0
conservatieven,1951,0
conservatieven,1952,0
conservatieven,1953,0
conservatieven,1954,0
conservatieven,1955,0
conservatieven,1956,0
katholieken/AB,1888,10
katholieken/AB,1889,10
katholieken/AB,1890,11
katholieken/AB,1891,11
katholieken/AB,1892,11
katholieken/AB,1893,12
katholieken/AB,1894,12
katholieken/AB,1895,12
katholieken/AB,1896,13
katholieken/AB,1897,13
katholieken/AB,1898,13
katholieken/AB,1899,13
katholieken/AB,1900,13
katholieken/AB,1901,13
katholieken/AB,1902,14
katholieken/AB,1903,14
katholieken/AB,1904,18
katholieken/AB,1905,18
katholieken/AB,1906,18
katholieken/AB,1907,18
katholieken/AB,1908,18
katholieken/AB,1909,18
katholieken/AB,1910,18
katholieken/AB,1911,18
katholieken/AB,1912,18
katholieken/AB,1913,18
katholieken/AB,1914,18
katholieken/AB,1915,18
katholieken/AB,1916,17
katholieken/AB,1917,17
katholieken/AB,1918,17
katholieken/AB,1919,17
katholieken/AB,1920,17
katholieken/AB,1921,17
katholieken/AB,1922,21
katholieken/AB,1923,21
katholieken/AB,1924,21
katholieken/AB,1925,21
katholieken/AB,1926,21
katholieken/AB,1927,21
katholieken/AB,1928,21
katholieken/AB,1929,21
katholieken/AB,1930,21
katholieken/AB,1931,21
katholieken/AB,1932,21
katholieken/AB,1933,21
katholieken/AB,1934,21
katholieken/AB,1935,21
katholieken/AB,1936,21
katholieken/AB,1937,21
katholieken/AB,1938,21
katholieken/AB,1939,21
katholieken/AB,1940,21
katholieken/AB,1941,21
katholieken/AB,1942,21
katholieken/AB,1943,21
katholieken/AB,1944,21
katholieken/AB,1945,21
katholieken/AB,1946,21
katholieken/AB,1947,21
katholieken/AB,1948,21
katholieken/AB,1949,21
katholieken/AB,1950,21
katholieken/AB,1951,21
katholieken/AB,1952,21
katholieken/AB,1953,21
katholieken/AB,1954,21
katholieken/AB,1955,21
katholieken/AB,1956,21
Vrijheidsbond,1888,0
Vrijheidsbond,1889,0
Vrijheidsbond,1890,0
Vrijheidsbond,1891,0
Vrijheidsbond,1892,0
Vrijheidsbond,1893,0
Vrijheidsbond,1894,0
Vrijheidsbond,1895,0
Vrijheidsbond,1896,0
Vrijheidsbond,1897,0
Vrijheidsbond,1898,0
Vrijheidsbond,1899,0
Vrijheidsbond,1900,0
Vrijheidsbond,1901,0
Vrijheidsbond,1902,0
Vrijheidsbond,1903,0
Vrijheidsbond,1904,0
Vrijheidsbond,1905,0
Vrijheidsbond,1906,0
Vrijheidsbond,1907,0
Vrijheidsbond,1908,0
Vrijheidsbond,1909,0
Vrijheidsbond,1910,0
Vrijheidsbond,1911,0
Vrijheidsbond,1912,0
Vrijheidsbond,1913,0
Vrijheidsbond,1914,0
Vrijheidsbond,1915,0
Vrijheidsbond,1916,0
Vrijheidsbond,1917,0
Vrijheidsbond,1918,0
Vrijheidsbond,1919,0
Vrijheidsbond,1920,0
Vrijheidsbond,1921,0
Vrijheidsbond,1922,1
Vrijheidsbond,1923,5
Vrijheidsbond,1924,5
Vrijheidsbond,1925,5
Vrijheidsbond,1926,6
Vrijheidsbond,1927,6
Vrijheidsbond,1928,6
Vrijheidsbond,1929,6
Vrijheidsbond,1930,6
Vrijheidsbond,1931,6
Vrijheidsbond,1932,6
Vrijheidsbond,1933,6
Vrijheidsbond,1934,6
Vrijheidsbond,1935,5
Vrijheidsbond,1936,5
Vrijheidsbond,1937,3
Vrijheidsbond,1938,3
Vrijheidsbond,1939,3
Vrijheidsbond,1940,3
Vrijheidsbond,1941,3
Vrijheidsbond,1942,3
Vrijheidsbond,1943,3
Vrijheidsbond,1944,3
Vrijheidsbond,1945,3
Vrijheidsbond,1946,0
Vrijheidsbond,1947,0
Vrijheidsbond,1948,0
Vrijheidsbond,1949,0
Vrijheidsbond,1950,0
Vrijheidsbond,1951,0
Vrijheidsbond,1952,0
Vrijheidsbond,1953,0
Vrijheidsbond,1954,0
Vrijheidsbond,1955,0
Vrijheidsbond,1956,0
vrije liberalen,1888,0
vrije liberalen,1889,0
vrije liberalen,1890,0
vrije liberalen,1891,0
vrije liberalen,1892,0
vrije liberalen,1893,0
vrije liberalen,1894,0
vrije liberalen,1895,0
vrije liberalen,1896,4
vrije liberalen,1897,4
vrije liberalen,1898,4
vrije liberalen,1899,7
vrije liberalen,1900,7
vrije liberalen,1901,7
vrije liberalen,1902,9
vrije liberalen,1903,9
vrije liberalen,1904,7
vrije liberalen,1905,7
vrije liberalen,1906,7
vrije liberalen,1907,6
vrije liberalen,1908,6
vrije liberalen,1909,6
vrije liberalen,1910,3
vrije liberalen,1911,3
vrije liberalen,1912,3
vrije liberalen,1913,0
vrije liberalen,1914,0
vrije liberalen,1915,0
vrije liberalen,1916,1
vrije liberalen,1917,1
vrije liberalen,1918,1
vrije liberalen,1919,1
vrije liberalen,1920,1
vrije liberalen,1921,1
vrije liberalen,1922,0
vrije liberalen,1923,0
vrije liberalen,1924,0
vrije liberalen,1925,0
vrije liberalen,1926,0
vrije liberalen,1927,0
vrije liberalen,1928,0
vrije liberalen,1929,0
vrije liberalen,1930,0
vrije liberalen,1931,0
vrije liberalen,1932,0
vrije liberalen,1933,0
vrije liberalen,1934,0
vrije liberalen,1935,0
vrije liberalen,1936,0
vrije liberalen,1937,0
vrije liberalen,1938,0
vrije liberalen,1939,0
vrije liberalen,1940,0
vrije liberalen,1941,0
vrije liberalen,1942,0
vrije liberalen,1943,0
vrije liberalen,1944,0
vrije liberalen,1945,0
vrije liberalen,1946,0
vrije liberalen,1947,0
vrije liberalen,1948,0
vrije liberalen,1949,0
vrije liberalen,1950,0
vrije liberalen,1951,0
vrije liberalen,1952,0
vrije liberalen,1953,0
vrije liberalen,1954,0
vrije liberalen,1955,0
vrije liberalen,1956,0
conservatief-liberalen,1888,2
conservatief-liberalen,1889,2
conservatief-liberalen,1890,2
conservatief-liberalen,1891,2
conservatief-liberalen,1892,2
conservatief-liberalen,1893,1
conservatief-liberalen,1894,1
conservatief-liberalen,1895,1
conservatief-liberalen,1896,0
conservatief-liberalen,1897,0
conservatief-liberalen,1898,0
conservatief-liberalen,1899,0
conservatief-liberalen,1900,0
conservatief-liberalen,1901,0
conservatief-liberalen,1902,0
conservatief-liberalen,1903,0
conservatief-liberalen,1904,0
conservatief-liberalen,1905,0
conservatief-liberalen,1906,0
conservatief-liberalen,1907,0
conservatief-liberalen,1908,0
conservatief-liberalen,1909,0
conservatief-liberalen,1910,0
conservatief-liberalen,1911,0
conservatief-liberalen,1912,0
conservatief-liberalen,1913,0
conservatief-liberalen,1914,0
conservatief-liberalen,1915,0
conservatief-liberalen,1916,0
conservatief-liberalen,1917,0
conservatief-liberalen,1918,0
conservatief-liberalen,1919,0
conservatief-liberalen,1920,0
conservatief-liberalen,1921,0
conservatief-liberalen,1922,0
conservatief-liberalen,1923,0
conservatief-liberalen,1924,0
conservatief-liberalen,1925,0
conservatief-liberalen,1926,0
conservatief-liberalen,1927,0
conservatief-liberalen,1928,0
conservatief-liberalen,1929,0
conservatief-liberalen,1930,0
conservatief-liberalen,1931,0
conservatief-liberalen,1932,0
conservatief-liberalen,1933,0
conservatief-liberalen,1934,0
conservatief-liberalen,1935,0
conservatief-liberalen,1936,0
conservatief-liberalen,1937,0
conservatief-liberalen,1938,0
conservatief-liberalen,1939,0
conservatief-liberalen,1940,0
conservatief-liberalen,1941,0
conservatief-liberalen,1942,0
conservatief-liberalen,1943,0
conservatief-liberalen,1944,0
conservatief-liberalen,1945,0
conservatief-liberalen,1946,0
conservatief-liberalen,1947,0
conservatief-liberalen,1948,0
conservatief-liberalen,1949,0
conservatief-liberalen,1950,0
conservatief-liberalen,1951,0
conservatief-liberalen,1952,0
conservatief-liberalen,1953,0
conservatief-liberalen,1954,0
conservatief-liberalen,1955,0
conservatief-liberalen,1956,0
CPN,1888,0
CPN,1889,0
CPN,1890,0
CPN,1891,0
CPN,1892,0
CPN,1893,0
CPN,1894,0
CPN,1895,0
CPN,1896,0
CPN,1897,0
CPN,1898,0
CPN,1899,0
CPN,1900,0
CPN,1901,0
CPN,1902,0
CPN,1903,0
CPN,1904,0
CPN,1905,0
CPN,1906,0
CPN,1907,0
CPN,1908,0
CPN,1909,0
CPN,1910,0
CPN,1911,0
CPN,1912,0
CPN,1913,0
CPN,1914,0
CPN,1915,0
CPN,1916,0
CPN,1917,0
CPN,1918,0
CPN,1919,0
CPN,1920,0
CPN,1921,0
CPN,1922,0
CPN,1923,0
CPN,1924,0
CPN,1925,0
CPN,1926,0
CPN,1927,0
CPN,1928,0
CPN,1929,0
CPN,1930,0
CPN,1931,0
CPN,1932,0
CPN,1933,0
CPN,1934,0
CPN,1935,0
CPN,1936,0
CPN,1937,0
CPN,1938,0
CPN,1939,0
CPN,1940,0
CPN,1941,0
CPN,1942,0
CPN,1943,0
CPN,1944,0
CPN,1945,0
CPN,1946,4
CPN,1947,4
CPN,1948,4
CPN,1949,4
CPN,1950,4
CPN,1951,3
CPN,1952,2
CPN,1953,2
CPN,1954,2
CPN,1955,2
CPN,1956,2
NSB,1888,0
NSB,1889,0
NSB,1890,0
NSB,1891,0
NSB,1892,0
NSB,1893,0
NSB,1894,0
NSB,1895,0
NSB,1896,0
NSB,1897,0
NSB,1898,0
NSB,1899,0
NSB,1900,0
NSB,1901,0
NSB,1902,0
NSB,1903,0
NSB,1904,0
NSB,1905,0
NSB,1906,0
NSB,1907,0
NSB,1908,0
NSB,1909,0
NSB,1910,0
NSB,1911,0
NSB,1912,0
NSB,1913,0
NSB,1914,0
NSB,1915,0
NSB,1916,0
NSB,1917,0
NSB,1918,0
NSB,1919,0
NSB,1920,0
NSB,1921,0
NSB,1922,0
NSB,1923,0
NSB,1924,0
NSB,1925,0
NSB,1926,0
NSB,1927,0
NSB,1928,0
NSB,1929,0
NSB,1930,0
NSB,1931,0
NSB,1932,0
NSB,1933,0
NSB,1934,0
NSB,1935,2
NSB,1936,2
NSB,1937,4
NSB,1938,4
NSB,1939,4
NSB,1940,4
NSB,1941,4
NSB,1942,4
NSB,1943,4
NSB,1944,4
NSB,1945,4
NSB,1946,0
NSB,1947,0
NSB,1948,0
NSB,1949,0
NSB,1950,0
NSB,1951,0
NSB,1952,0
NSB,1953,0
NSB,1954,0
NSB,1955,0
NSB,1956,0
VVD,1888,0
VVD,1889,0
VVD,1890,0
VVD,1891,0
VVD,1892,0
VVD,1893,0
VVD,1894,0
VVD,1895,0
VVD,1896,0
VVD,1897,0
VVD,1898,0
VVD,1899,0
VVD,1900,0
VVD,1901,0
VVD,1902,0
VVD,1903,0
VVD,1904,0
VVD,1905,0
VVD,1906,0
VVD,1907,0
VVD,1908,0
VVD,1909,0
VVD,1910,0
VVD,1911,0
VVD,1912,0
VVD,1913,0
VVD,1914,0
VVD,1915,0
VVD,1916,0
VVD,1917,0
VVD,1918,0
VVD,1919,0
VVD,1920,0
VVD,1921,0
VVD,1922,0
VVD,1923,0
VVD,1924,0
VVD,1925,0
VVD,1926,0
VVD,1927,0
VVD,1928,0
VVD,1929,0
VVD,1930,0
VVD,1931,0
VVD,1932,0
VVD,1933,0
VVD,1934,0
VVD,1935,0
VVD,1936,0
VVD,1937,0
VVD,1938,0
VVD,1939,0
VVD,1940,0
VVD,1941,0
VVD,1942,0
VVD,1943,0
VVD,1944,0
VVD,1945,0
VVD,1946,0
VVD,1947,0
VVD,1948,3
VVD,1949,3
VVD,1950,3
VVD,1951,4
VVD,1952,4
VVD,1953,4
VVD,1954,4
VVD,1955,4
VVD,1956,4
PvdV,1888,0
PvdV,1889,0
PvdV,1890,0
PvdV,1891,0
PvdV,1892,0
PvdV,1893,0
PvdV,1894,0
PvdV,1895,0
PvdV,1896,0
PvdV,1897,0
PvdV,1898,0
PvdV,1899,0
PvdV,1900,0
PvdV,1901,0
PvdV,1902,0
PvdV,1903,0
PvdV,1904,0
PvdV,1905,0
PvdV,1906,0
PvdV,1907,0
PvdV,1908,0
PvdV,1909,0
PvdV,1910,0
PvdV,1911,0
PvdV,1912,0
PvdV,1913,0
PvdV,1914,0
PvdV,1915,0
PvdV,1916,0
PvdV,1917,0
PvdV,1918,0
PvdV,1919,0
PvdV,1920,0
PvdV,1921,0
PvdV,1922,0
PvdV,1923,0
PvdV,1924,0
PvdV,1925,0
PvdV,1926,0
PvdV,1927,0
PvdV,1928,0
PvdV,1929,0
PvdV,1930,0
PvdV,1931,0
PvdV,1932,0
PvdV,1933,0
PvdV,1934,0
PvdV,1935,0
PvdV,1936,0
PvdV,1937,0
PvdV,1938,0
PvdV,1939,0
PvdV,1940,0
PvdV,1941,0
PvdV,1942,0
PvdV,1943,0
PvdV,1944,0
PvdV,1945,0
PvdV,1946,3
PvdV,1947,3
PvdV,1948,0
PvdV,1949,0
PvdV,1950,0
PvdV,1951,0
PvdV,1952,0
PvdV,1953,0
PvdV,1954,0
PvdV,1955,0
PvdV,1956,0
KVP,1888,0
KVP,1889,0
KVP,1890,0
KVP,1891,0
KVP,1892,0
KVP,1893,0
KVP,1894,0
KVP,1895,0
KVP,1896,0
KVP,1897,0
KVP,1898,0
KVP,1899,0
KVP,1900,0
KVP,1901,0
KVP,1902,0
KVP,1903,0
KVP,1904,0
KVP,1905,0
KVP,1906,0
KVP,1907,0
KVP,1908,0
KVP,1909,0
KVP,1910,0
KVP,1911,0
KVP,1912,0
KVP,1913,0
KVP,1914,0
KVP,1915,0
KVP,1916,0
KVP,1917,0
KVP,1918,0
KVP,1919,0
KVP,1920,0
KVP,1921,0
KVP,1922,0
KVP,1923,0
KVP,1924,0
KVP,1925,0
KVP,1926,0
KVP,1927,0
KVP,1928,0
KVP,1929,0
KVP,1930,0
KVP,1931,0
KVP,1932,0
KVP,1933,0
KVP,1934,0
KVP,1935,0
KVP,1936,0
KVP,1937,0
KVP,1938,0
KVP,1939,0
KVP,1940,0
KVP,1941,0
KVP,1942,0
KVP,1943,0
KVP,1944,0
KVP,1945,0
KVP,1946,17
KVP,1947,17
KVP,1948,17
KVP,1949,17
KVP,1950,17
KVP,1951,16
KVP,1952,17
KVP,1953,17
KVP,1954,17
KVP,1955,17
KVP,1956,17
RKSP,1888,0
RKSP,1889,0
RKSP,1890,0
RKSP,1891,0
RKSP,1892,0
RKSP,1893,0
RKSP,1894,0
RKSP,1895,0
RKSP,1896,0
RKSP,1897,0
RKSP,1898,0
RKSP,1899,0
RKSP,1900,0
RKSP,1901,0
RKSP,1902,0
RKSP,1903,0
RKSP,1904,0
RKSP,1905,0
RKSP,1906,0
RKSP,1907,0
RKSP,1908,0
RKSP,1909,0
RKSP,1910,0
RKSP,1911,0
RKSP,1912,0
RKSP,1913,0
RKSP,1914,0
RKSP,1915,0
RKSP,1916,0
RKSP,1917,0
RKSP,1918,0
RKSP,1919,0
RKSP,1920,0
RKSP,1921,0
RKSP,1922,0
RKSP,1923,0
RKSP,1924,0
RKSP,1925,0
RKSP,1926,16
RKSP,1927,16
RKSP,1928,16
RKSP,1929,16
RKSP,1930,16
RKSP,1931,16
RKSP,1932,16
RKSP,1933,16
RKSP,1934,16
RKSP,1935,16
RKSP,1936,16
RKSP,1937,16
RKSP,1938,16
