Partij,1923,1926,1929,1932,1935,1937,1946,1948,1951,1952,1955,1956
AB,16,,,,,,,,,,,
RKSP,,16,16,16,16,16,,,,,,
KVP,,,,,,,17,17,16,17,17,17
SDAP,11,11,11,11,11,12,,,,,,
VDB,3,3,4,4,3,2,,,,,,
PvdA,,,,,,,14,14,14,14,14,15
ARP,8,7,6,6,6,7,7,7,7,7,7,7
CHU,7,7,7,7,7,6,5,5,6,6,6,6
Vrijheidsbond,5,6,6,6,5,3,,,,,,
PvdV,,,,,,,3,,,,,
VVD,,,,,,,,3,4,4,4,4
NSB,,,,,2,4,,,,,,
CPN,,,,,,,4,4,3,2,2,1
Totaal,50,50,50,50,50,50,50,50,50,50,50,50
